37844.297: [GC [PSYoungGen: 205728K->3616K(205312K)] 3267833K->3066793K(3893504K), 0.0283410 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
37860.844: [GC [PSYoungGen: 205280K->3456K(205376K)] 3268457K->3066689K(3893568K), 0.0258500 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
37877.281: [GC [PSYoungGen: 205312K->3296K(205376K)] 3268545K->3066529K(3893568K), 0.0281270 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
37893.652: [GC [PSYoungGen: 205344K->4288K(206656K)] 3268577K->3067561K(3894848K), 0.0349980 secs] [Times: user=0.18 sys=0.01, real=0.04 secs] 
37910.297: [GC [PSYoungGen: 206592K->3104K(205696K)] 3269865K->3066649K(3893888K), 0.0279050 secs] [Times: user=0.16 sys=0.01, real=0.02 secs] 
37926.737: [GC [PSYoungGen: 205664K->3680K(206528K)] 3269209K->3067273K(3894720K), 0.0335440 secs] [Times: user=0.14 sys=0.01, real=0.04 secs] 
37943.338: [GC [PSYoungGen: 206496K->3296K(206400K)] 3270089K->3066889K(3894592K), 0.0295990 secs] [Times: user=0.17 sys=0.01, real=0.03 secs] 
37959.914: [GC [PSYoungGen: 206368K->3264K(206656K)] 3269961K->3066905K(3894848K), 0.0301210 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
37976.598: [GC [PSYoungGen: 206592K->3616K(207232K)] 3270233K->3067473K(3895424K), 0.0294470 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
37993.094: [GC [PSYoungGen: 207200K->4064K(207872K)] 3271057K->3067977K(3896064K), 0.0238710 secs] [Times: user=0.18 sys=0.01, real=0.02 secs] 
38009.633: [GC [PSYoungGen: 207840K->2272K(206272K)] 3271753K->3067633K(3894464K), 0.0272750 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
38026.321: [GC [PSYoungGen: 206240K->2464K(201408K)] 3271601K->3067929K(3889600K), 0.0248210 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38042.417: [GC [PSYoungGen: 201376K->3904K(203072K)] 3266841K->3069369K(3891264K), 0.0285190 secs] [Times: user=0.17 sys=0.00, real=0.02 secs] 
38058.646: [GC [PSYoungGen: 203008K->3360K(202688K)] 3268473K->3068833K(3890880K), 0.0274220 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38074.740: [GC [PSYoungGen: 202656K->2656K(202240K)] 3268129K->3070073K(3890432K), 0.0351880 secs] [Times: user=0.19 sys=0.01, real=0.04 secs] 
38091.101: [GC [PSYoungGen: 202208K->3424K(203200K)] 3269625K->3070881K(3891392K), 0.0260700 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
38107.364: [GC [PSYoungGen: 203168K->3776K(203776K)] 3270625K->3071233K(3891968K), 0.0264130 secs] [Times: user=0.18 sys=0.00, real=0.03 secs] 
38123.652: [GC [PSYoungGen: 203712K->3680K(203840K)] 3271169K->3071153K(3892032K), 0.0287010 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38139.921: [GC [PSYoungGen: 203808K->2336K(202688K)] 3271281K->3071081K(3890880K), 0.0279120 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38156.265: [GC [PSYoungGen: 202656K->3680K(204288K)] 3271401K->3072465K(3892480K), 0.0318200 secs] [Times: user=0.17 sys=0.01, real=0.03 secs] 
38172.653: [GC [PSYoungGen: 204256K->3232K(204032K)] 3273041K->3072017K(3892224K), 0.0261470 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
38188.406: [GC [PSYoungGen: 204000K->3040K(204096K)] 3272785K->3071841K(3892288K), 0.0293910 secs] [Times: user=0.17 sys=0.01, real=0.03 secs] 
38204.119: [GC [PSYoungGen: 204064K->2016K(203328K)] 3272865K->3070841K(3891520K), 0.0321430 secs] [Times: user=0.18 sys=0.00, real=0.04 secs] 
38219.765: [GC [PSYoungGen: 203296K->3072K(204672K)] 3272121K->3071937K(3892864K), 0.0410670 secs] [Times: user=0.16 sys=0.02, real=0.04 secs] 
38235.414: [GC [PSYoungGen: 204608K->3008K(204864K)] 3273473K->3071897K(3893056K), 0.0331720 secs] [Times: user=0.13 sys=0.01, real=0.04 secs] 
38248.894: [GC [PSYoungGen: 204800K->2560K(204672K)] 3273689K->3071481K(3892864K), 0.0391720 secs] [Times: user=0.18 sys=0.01, real=0.04 secs] 
38262.045: [GC [PSYoungGen: 204608K->1952K(204352K)] 3273529K->3070921K(3892544K), 0.0458220 secs] [Times: user=0.15 sys=0.01, real=0.05 secs] 
38275.338: [GC [PSYoungGen: 204320K->2240K(204992K)] 3273289K->3071225K(3893184K), 0.0353730 secs] [Times: user=0.18 sys=0.02, real=0.04 secs] 
38287.390: [GC [PSYoungGen: 204928K->2144K(205568K)] 3273913K->3071145K(3893760K), 0.0261220 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38299.442: [GC [PSYoungGen: 205152K->2112K(207744K)] 3274153K->3071129K(3895936K), 0.0319210 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
38311.347: [GC [PSYoungGen: 205120K->2976K(207744K)] 3274137K->3072025K(3895936K), 0.0337180 secs] [Times: user=0.16 sys=0.02, real=0.04 secs] 
38323.298: [GC [PSYoungGen: 206304K->2720K(207872K)] 3275353K->3071801K(3896064K), 0.0339510 secs] [Times: user=0.18 sys=0.02, real=0.04 secs] 
38335.331: [GC [PSYoungGen: 206048K->2464K(207936K)] 3275129K->3071569K(3896128K), 0.0278810 secs] [Times: user=0.17 sys=0.00, real=0.02 secs] 
38347.316: [GC [PSYoungGen: 206112K->2464K(208000K)] 3275217K->3071673K(3896192K), 0.0306980 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38359.215: [GC [PSYoungGen: 206112K->1056K(208000K)] 3275321K->3070297K(3896192K), 0.0291770 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38370.659: [GC [PSYoungGen: 204832K->1536K(208192K)] 3274073K->3070785K(3896384K), 0.0380280 secs] [Times: user=0.13 sys=0.01, real=0.04 secs] 
38382.196: [GC [PSYoungGen: 205312K->736K(208384K)] 3274561K->3070017K(3896576K), 0.0302030 secs] [Times: user=0.14 sys=0.02, real=0.03 secs] 
38393.677: [GC [PSYoungGen: 204704K->1248K(208512K)] 3273985K->3070553K(3896704K), 0.0311610 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
38405.235: [GC [PSYoungGen: 205216K->128K(208640K)] 3274521K->3069441K(3896832K), 0.0280510 secs] [Times: user=0.12 sys=0.01, real=0.03 secs] 
38416.670: [GC [PSYoungGen: 204288K->1408K(208768K)] 3273601K->3070737K(3896960K), 0.0302150 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
38428.254: [GC [PSYoungGen: 205568K->576K(208960K)] 3274897K->3069921K(3897152K), 0.0278760 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38441.775: [GC [PSYoungGen: 205056K->4474K(208960K)] 3274401K->3080355K(3897152K), 0.0298030 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
38458.086: [GC [PSYoungGen: 208954K->6138K(211648K)] 3284835K->3082051K(3899840K), 0.0244940 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
38474.593: [GC [PSYoungGen: 210170K->6074K(212416K)] 3286083K->3081987K(3900608K), 0.0210640 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
38491.156: [GC [PSYoungGen: 210106K->5498K(212992K)] 3286019K->3081427K(3901184K), 0.0285070 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
38507.769: [GC [PSYoungGen: 209530K->4762K(213248K)] 3285459K->3080715K(3901440K), 0.0217270 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
38524.188: [GC [PSYoungGen: 208794K->6842K(205824K)] 3284747K->3082827K(3894016K), 0.0217690 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38540.601: [GC [PSYoungGen: 205818K->4378K(198528K)] 3281803K->3080387K(3886720K), 0.0265120 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38556.413: [GC [PSYoungGen: 198490K->4730K(194176K)] 3274499K->3080763K(3882368K), 0.0229860 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
38571.645: [GC [PSYoungGen: 194170K->6298K(191296K)] 3270203K->3082355K(3879488K), 0.0255860 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38586.615: [GC [PSYoungGen: 191258K->5722K(186368K)] 3267315K->3081803K(3874560K), 0.0257610 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
38601.184: [GC [PSYoungGen: 186330K->7514K(184000K)] 3262411K->3083619K(3872192K), 0.0302290 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
38615.532: [GC [PSYoungGen: 183962K->4986K(181632K)] 3260067K->3081123K(3869824K), 0.0275800 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
38629.988: [GC [PSYoungGen: 181626K->4986K(181824K)] 3257763K->3081155K(3870016K), 0.0273830 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
38644.269: [GC [PSYoungGen: 181818K->6458K(185856K)] 3257987K->3082651K(3874048K), 0.0256620 secs] [Times: user=0.15 sys=0.00, real=0.02 secs] 
38658.347: [GC [PSYoungGen: 183162K->6650K(185984K)] 3259355K->3082851K(3874176K), 0.0267990 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
38672.712: [GC [PSYoungGen: 183354K->4576K(185728K)] 3259555K->3082675K(3873920K), 0.0260100 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38687.176: [GC [PSYoungGen: 181472K->3648K(176576K)] 3259571K->3081787K(3864768K), 0.0238810 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
38700.957: [GC [PSYoungGen: 176512K->5216K(181632K)] 3254651K->3083387K(3869824K), 0.0316110 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38715.168: [GC [PSYoungGen: 178272K->3136K(181760K)] 3256443K->3081603K(3869952K), 0.0247760 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38729.159: [GC [PSYoungGen: 176192K->4128K(181376K)] 3254659K->3082627K(3869568K), 0.0261090 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
38743.215: [GC [PSYoungGen: 177376K->3328K(181632K)] 3255875K->3081859K(3869824K), 0.0255230 secs] [Times: user=0.12 sys=0.00, real=0.02 secs] 
38757.141: [GC [PSYoungGen: 176576K->4864K(181184K)] 3255107K->3083427K(3869376K), 0.0237870 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
38771.167: [GC [PSYoungGen: 178304K->3712K(181440K)] 3256867K->3082315K(3869632K), 0.0278160 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
38785.092: [GC [PSYoungGen: 177152K->3744K(181056K)] 3255755K->3082627K(3869248K), 0.0255630 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
38799.292: [GC [PSYoungGen: 177376K->3424K(181248K)] 3256259K->3082323K(3869440K), 0.0280270 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
38813.356: [GC [PSYoungGen: 177056K->4736K(180928K)] 3255955K->3083667K(3869120K), 0.0275690 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
38827.409: [GC [PSYoungGen: 178560K->3936K(181120K)] 3257491K->3082891K(3869312K), 0.0317270 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
38841.463: [GC [PSYoungGen: 177760K->4672K(180864K)] 3256715K->3083643K(3869056K), 0.0282500 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38855.602: [GC [PSYoungGen: 178688K->5056K(180992K)] 3257659K->3084067K(3869184K), 0.0269280 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
38869.810: [GC [PSYoungGen: 179072K->3712K(180928K)] 3258083K->3082739K(3869120K), 0.0207790 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
38883.818: [GC [PSYoungGen: 177920K->3776K(181056K)] 3256947K->3082835K(3869248K), 0.0288640 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
38898.097: [GC [PSYoungGen: 177984K->3776K(180800K)] 3257043K->3082867K(3868992K), 0.0269420 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
38912.287: [GC [PSYoungGen: 178176K->4928K(180928K)] 3257267K->3084299K(3869120K), 0.0266710 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
38926.526: [GC [PSYoungGen: 179328K->4128K(180800K)] 3258699K->3083531K(3868992K), 0.0316020 secs] [Times: user=0.18 sys=0.00, real=0.03 secs] 
38940.797: [GC [PSYoungGen: 178720K->2848K(180992K)] 3258123K->3082275K(3869184K), 0.0257810 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
38954.896: [GC [PSYoungGen: 177440K->5088K(181056K)] 3256867K->3084531K(3869248K), 0.0278400 secs] [Times: user=0.15 sys=0.00, real=0.02 secs] 
38969.188: [GC [PSYoungGen: 179744K->4096K(181184K)] 3259187K->3083563K(3869376K), 0.0292660 secs] [Times: user=0.16 sys=0.02, real=0.03 secs] 
38983.394: [GC [PSYoungGen: 178752K->3584K(181056K)] 3258219K->3083075K(3869248K), 0.0252360 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
38997.713: [GC [PSYoungGen: 178432K->2176K(181120K)] 3257923K->3081691K(3869312K), 0.0275000 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
39011.918: [GC [PSYoungGen: 177024K->2688K(173632K)] 3256539K->3082211K(3861824K), 0.0228450 secs] [Times: user=0.15 sys=0.01, real=0.02 secs] 
39025.842: [GC [PSYoungGen: 173568K->4480K(175616K)] 3253091K->3084035K(3863808K), 0.0301880 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39039.739: [GC [PSYoungGen: 175552K->3936K(177408K)] 3255107K->3083507K(3865600K), 0.0272630 secs] [Times: user=0.18 sys=0.00, real=0.02 secs] 
39053.723: [GC [PSYoungGen: 175200K->3968K(177408K)] 3254771K->3083563K(3865600K), 0.0303010 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
39067.753: [GC [PSYoungGen: 175232K->4128K(177152K)] 3254827K->3083739K(3865344K), 0.0307210 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39081.783: [GC [PSYoungGen: 175584K->3232K(177280K)] 3255195K->3082867K(3865472K), 0.0327390 secs] [Times: user=0.15 sys=0.00, real=0.04 secs] 
39095.773: [GC [PSYoungGen: 174688K->3680K(177088K)] 3254323K->3083347K(3865280K), 0.0271170 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
39109.992: [GC [PSYoungGen: 175392K->2560K(177280K)] 3255059K->3082251K(3865472K), 0.0231210 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
39123.881: [GC [PSYoungGen: 174272K->3520K(177280K)] 3253963K->3083243K(3865472K), 0.0250970 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
39137.909: [GC [PSYoungGen: 175424K->3936K(177408K)] 3255147K->3083683K(3865600K), 0.0308110 secs] [Times: user=0.18 sys=0.00, real=0.03 secs] 
39152.083: [GC [PSYoungGen: 175840K->3872K(177344K)] 3255587K->3083635K(3865536K), 0.0300960 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39166.141: [GC [PSYoungGen: 175968K->3808K(177408K)] 3255731K->3083587K(3865600K), 0.0357190 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
39180.373: [GC [PSYoungGen: 175904K->3392K(177280K)] 3255683K->3083195K(3865472K), 0.0246640 secs] [Times: user=0.17 sys=0.00, real=0.02 secs] 
39194.249: [GC [PSYoungGen: 175744K->4352K(177408K)] 3255547K->3084179K(3865600K), 0.0294310 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39208.478: [GC [PSYoungGen: 176704K->4640K(177600K)] 3256531K->3084491K(3865792K), 0.0361660 secs] [Times: user=0.18 sys=0.00, real=0.04 secs] 
39222.631: [GC [PSYoungGen: 177056K->3872K(177792K)] 3256907K->3083763K(3865984K), 0.0294880 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39236.738: [GC [PSYoungGen: 176288K->4256K(177920K)] 3256179K->3084163K(3866112K), 0.0458560 secs] [Times: user=0.17 sys=0.02, real=0.04 secs] 
39254.966: [GC [PSYoungGen: 176928K->3616K(177920K)] 3256835K->3083539K(3866112K), 0.0314600 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
39269.754: [GC [PSYoungGen: 176288K->4608K(177984K)] 3256211K->3084563K(3866176K), 0.0330500 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
39283.788: [GC [PSYoungGen: 177408K->4352K(178112K)] 3257363K->3084331K(3866304K), 0.0294330 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
39297.700: [GC [PSYoungGen: 177152K->5280K(177984K)] 3257131K->3085283K(3866176K), 0.0342030 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
39311.743: [GC [PSYoungGen: 177952K->4128K(178368K)] 3257955K->3084155K(3866560K), 0.0327430 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
39325.875: [GC [PSYoungGen: 176800K->2880K(178304K)] 3256827K->3082907K(3866496K), 0.0328880 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
39339.785: [GC [PSYoungGen: 175680K->3488K(178432K)] 3255707K->3083531K(3866624K), 0.0272590 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
39353.727: [GC [PSYoungGen: 176288K->4192K(178432K)] 3256331K->3084267K(3866624K), 0.0328670 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39367.808: [GC [PSYoungGen: 177248K->4032K(178496K)] 3257323K->3084131K(3866688K), 0.0277240 secs] [Times: user=0.15 sys=0.01, real=0.02 secs] 
39381.855: [GC [PSYoungGen: 177088K->4352K(178560K)] 3257187K->3084491K(3866752K), 0.0249540 secs] [Times: user=0.16 sys=0.01, real=0.02 secs] 
39395.899: [GC [PSYoungGen: 177600K->4768K(178624K)] 3257739K->3084931K(3866816K), 0.0338260 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
39410.076: [GC [PSYoungGen: 178016K->2592K(178880K)] 3258179K->3082779K(3867072K), 0.0265300 secs] [Times: user=0.15 sys=0.00, real=0.02 secs] 
39424.141: [GC [PSYoungGen: 175968K->3232K(179008K)] 3256155K->3083443K(3867200K), 0.0257590 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
39438.229: [GC [PSYoungGen: 176608K->3456K(179072K)] 3256819K->3083939K(3867264K), 0.0312520 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
39452.399: [GC [PSYoungGen: 177088K->4096K(179136K)] 3257571K->3084595K(3867328K), 0.0313170 secs] [Times: user=0.18 sys=0.01, real=0.04 secs] 
39466.539: [GC [PSYoungGen: 177728K->2976K(179200K)] 3258227K->3083491K(3867392K), 0.0238960 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
39480.403: [GC [PSYoungGen: 176800K->4448K(179264K)] 3257315K->3084979K(3867456K), 0.0325880 secs] [Times: user=0.18 sys=0.01, real=0.04 secs] 
39494.312: [GC [PSYoungGen: 178272K->4512K(179520K)] 3258803K->3085059K(3867712K), 0.0337960 secs] [Times: user=0.16 sys=0.02, real=0.03 secs] 
39508.361: [GC [PSYoungGen: 178528K->2944K(179584K)] 3259075K->3083507K(3867776K), 0.0240170 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
39522.236: [GC [PSYoungGen: 176960K->3392K(179712K)] 3257523K->3084003K(3867904K), 0.0293560 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
39536.000: [GC [PSYoungGen: 177664K->4896K(179776K)] 3258275K->3085523K(3867968K), 0.0284050 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
39550.090: [GC [PSYoungGen: 179168K->3520K(179904K)] 3259795K->3084163K(3868096K), 0.0250900 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39564.080: [GC [PSYoungGen: 177984K->3424K(180096K)] 3258627K->3084075K(3868288K), 0.0282670 secs] [Times: user=0.18 sys=0.00, real=0.03 secs] 
39577.944: [GC [PSYoungGen: 177888K->4992K(179904K)] 3258539K->3085691K(3868096K), 0.0292590 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39591.991: [GC [PSYoungGen: 179392K->3264K(173760K)] 3260091K->3083979K(3861952K), 0.0254530 secs] [Times: user=0.13 sys=0.01, real=0.03 secs] 
39605.432: [GC [PSYoungGen: 173696K->4064K(174720K)] 3254411K->3085235K(3862912K), 0.0291900 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39619.214: [GC [PSYoungGen: 174688K->4352K(176384K)] 3255859K->3085539K(3864576K), 0.0317940 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
39632.820: [GC [PSYoungGen: 174976K->3200K(176512K)] 3256163K->3084387K(3864704K), 0.0310100 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39646.459: [GC [PSYoungGen: 174080K->3936K(176576K)] 3255267K->3085155K(3864768K), 0.0308760 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
39660.134: [GC [PSYoungGen: 174816K->3424K(176448K)] 3256035K->3084675K(3864640K), 0.0314910 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39673.895: [GC [PSYoungGen: 174560K->4384K(176576K)] 3255811K->3085643K(3864768K), 0.0273100 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
39687.640: [GC [PSYoungGen: 175520K->3488K(176768K)] 3256779K->3084779K(3864960K), 0.0264580 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39701.336: [GC [PSYoungGen: 174880K->4608K(176832K)] 3256171K->3085931K(3865024K), 0.0290390 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
39715.093: [GC [PSYoungGen: 176000K->4064K(176960K)] 3257323K->3085395K(3865152K), 0.0259430 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
39728.915: [GC [PSYoungGen: 175712K->2784K(177088K)] 3257043K->3084139K(3865280K), 0.0265590 secs] [Times: user=0.12 sys=0.01, real=0.02 secs] 
39742.490: [GC [PSYoungGen: 174432K->3872K(177088K)] 3255787K->3085251K(3865280K), 0.0305900 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
39756.290: [GC [PSYoungGen: 175776K->3200K(177216K)] 3257155K->3084595K(3865408K), 0.0268240 secs] [Times: user=0.11 sys=0.01, real=0.03 secs] 
39769.941: [GC [PSYoungGen: 175104K->3072K(177344K)] 3256499K->3084491K(3865536K), 0.0286830 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
39783.727: [GC [PSYoungGen: 175232K->2304K(177408K)] 3256651K->3083747K(3865600K), 0.0269540 secs] [Times: user=0.12 sys=0.01, real=0.03 secs] 
39797.339: [GC [PSYoungGen: 174445K->4064K(177728K)] 3255889K->3085523K(3865920K), 0.0322780 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
39811.202: [GC [PSYoungGen: 176416K->4192K(177728K)] 3257875K->3085691K(3865920K), 0.0318080 secs] [Times: user=0.18 sys=0.01, real=0.03 secs] 
39824.490: [GC [PSYoungGen: 176544K->3264K(177856K)] 3258043K->3084787K(3866048K), 0.0259180 secs] [Times: user=0.19 sys=0.00, real=0.02 secs] 
39837.710: [GC [PSYoungGen: 175872K->2976K(177920K)] 3257395K->3084507K(3866112K), 0.0242340 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
39850.549: [GC [PSYoungGen: 175584K->1600K(177920K)] 3257115K->3083147K(3866112K), 0.0326440 secs] [Times: user=0.17 sys=0.01, real=0.04 secs] 
39861.854: [GC [PSYoungGen: 174272K->1696K(178112K)] 3255819K->3083259K(3866304K), 0.0351640 secs] [Times: user=0.15 sys=0.00, real=0.03 secs] 
39873.124: [GC [PSYoungGen: 174368K->2560K(178176K)] 3255931K->3084155K(3866368K), 0.0279460 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
39884.532: [GC [PSYoungGen: 175488K->2016K(178304K)] 3257083K->3083619K(3866496K), 0.0276880 secs] [Times: user=0.15 sys=0.02, real=0.03 secs] 
39895.783: [GC [PSYoungGen: 174944K->2368K(178304K)] 3256547K->3083995K(3866496K), 0.0377070 secs] [Times: user=0.14 sys=0.00, real=0.04 secs] 
39907.201: [GC [PSYoungGen: 175552K->1504K(178432K)] 3257179K->3083147K(3866624K), 0.0238610 secs] [Times: user=0.12 sys=0.01, real=0.02 secs] 
39918.430: [GC [PSYoungGen: 174688K->2432K(178304K)] 3256331K->3084083K(3866496K), 0.0302390 secs] [Times: user=0.18 sys=0.00, real=0.03 secs] 
39929.934: [GC [PSYoungGen: 175872K->1120K(178496K)] 3257523K->3082803K(3866688K), 0.0317480 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
39941.169: [GC [PSYoungGen: 174560K->2784K(178432K)] 3256243K->3084475K(3866624K), 0.0257240 secs] [Times: user=0.18 sys=0.00, real=0.02 secs] 
39952.688: [GC [PSYoungGen: 176480K->896K(178624K)] 3258171K->3082619K(3866816K), 0.0290510 secs] [Times: user=0.15 sys=0.02, real=0.03 secs] 
39963.975: [GC [PSYoungGen: 174592K->2080K(178560K)] 3256315K->3083811K(3866752K), 0.0347530 secs] [Times: user=0.20 sys=0.02, real=0.04 secs] 
39975.275: [GC [PSYoungGen: 176032K->2368K(178752K)] 3257763K->3084115K(3866944K), 0.0343270 secs] [Times: user=0.17 sys=0.01, real=0.03 secs] 
39986.698: [GC [PSYoungGen: 176320K->2816K(178752K)] 3258067K->3084587K(3866944K), 0.0354400 secs] [Times: user=0.19 sys=0.01, real=0.04 secs] 
39998.070: [GC [PSYoungGen: 177088K->2208K(178816K)] 3258859K->3083995K(3867008K), 0.0298270 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
40009.504: [GC [PSYoungGen: 176480K->1888K(178816K)] 3258267K->3083707K(3867008K), 0.0328870 secs] [Times: user=0.17 sys=0.02, real=0.04 secs] 
40020.939: [GC [PSYoungGen: 176480K->1984K(178880K)] 3258299K->3083819K(3867072K), 0.0345820 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
40032.418: [GC [PSYoungGen: 176576K->2272K(178688K)] 3258411K->3084123K(3866880K), 0.0313330 secs] [Times: user=0.15 sys=0.02, real=0.04 secs] 
40043.870: [GC [PSYoungGen: 177184K->1824K(178880K)] 3259035K->3083683K(3867072K), 0.0345700 secs] [Times: user=0.17 sys=0.00, real=0.04 secs] 
40055.296: [GC [PSYoungGen: 176736K->2240K(178880K)] 3258595K->3084123K(3867072K), 0.0300010 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
40066.825: [GC [PSYoungGen: 177472K->640K(179008K)] 3259355K->3082531K(3867200K), 0.0302840 secs] [Times: user=0.14 sys=0.02, real=0.03 secs] 
40078.185: [GC [PSYoungGen: 175872K->2080K(179072K)] 3257763K->3083995K(3867264K), 0.0345890 secs] [Times: user=0.19 sys=0.02, real=0.04 secs] 
40089.317: [GC [PSYoungGen: 177632K->1440K(179264K)] 3259547K->3083363K(3867456K), 0.0299700 secs] [Times: user=0.17 sys=0.02, real=0.03 secs] 
40100.288: [GC [PSYoungGen: 176992K->544K(179392K)] 3258915K->3082475K(3867584K), 0.0311480 secs] [Times: user=0.14 sys=0.01, real=0.04 secs] 
40116.257: [GC [PSYoungGen: 176288K->3770K(179520K)] 3258219K->3092750K(3867712K), 0.0263470 secs] [Times: user=0.15 sys=0.01, real=0.03 secs] 
